datetime,msn,location,daily_consumption_load,energy_supplied,energy_billed
02-01-2021 09:30,ACE43B7D,Chennai,3.92,4.07,3.74
02-01-2021 09:45,ACE43B7D,Chennai,3.53,3.55,3.43
02-01-2021 10:00,ACE43B7D,Chennai,3.7,4.32,3.73
02-01-2021 10:15,ACE43B7D,Chennai,1.25,1.4,1.31
02-01-2021 10:30,ACE43B7D,Chennai,4.38,4.72,4.59
02-01-2021 10:45,ACE43B7D,Chennai,3.26,3.43,3.12
02-01-2021 11:00,ACE43B7D,Chennai,3.78,3.98,3.62
02-01-2021 11:15,ACE43B7D,Chennai,3.53,4.15,3.62
02-01-2021 11:30,ACE43B7D,Chennai,2.75,3.09,2.83
02-01-2021 11:45,ACE43B7D,Chennai,3.35,3.85,3.53
02-01-2021 12:00,ACE43B7D,Chennai,4.27,4.93,4.25
02-01-2021 12:15,ACE43B7D,Chennai,0.45,0.51,0.46
02-01-2021 12:30,ACE43B7D,Chennai,4.1,4.44,4.17
02-01-2021 12:45,ACE43B7D,Chennai,4.56,4.8,4.5
02-01-2021 13:00,ACE43B7D,Chennai,0.94,1.06,0.9
02-01-2021 13:15,ACE43B7D,Chennai,1.8,1.92,1.8
02-01-2021 13:30,ACE43B7D,Chennai,4.23,4.46,4.09
02-01-2021 13:45,ACE43B7D,Chennai,2.21,2.52,2.16
02-01-2021 14:00,ACE43B7D,Chennai,2.81,2.83,2.71
02-01-2021 14:15,ACE43B7D,Chennai,2.71,2.91,2.64
02-01-2021 14:30,ACE43B7D,Chennai,2.13,2.18,2.18
02-01-2021 14:45,ACE43B7D,Chennai,1,1.15,1
02-01-2021 15:00,ACE43B7D,Chennai,2.18,2.5,2.22
02-01-2021 15:15,ACE43B7D,Chennai,1.62,1.71,1.65
02-01-2021 15:30,ACE43B7D,Chennai,2.97,3.12,3.1
02-01-2021 15:45,ACE43B7D,Chennai,1.67,1.96,1.73
02-01-2021 16:00,ACE43B7D,Chennai,3.14,3.32,3.05
02-01-2021 16:15,ACE43B7D,Chennai,0.71,0.8,0.7
02-01-2021 16:30,ACE43B7D,Chennai,3.48,3.6,3.38
02-01-2021 16:45,ACE43B7D,Chennai,3.18,3.43,3.22
02-01-2021 17:00,ACE43B7D,Chennai,1.37,1.67,1.42
02-01-2021 17:15,ACE43B7D,Chennai,2.96,3.37,2.88
02-01-2021 17:30,ACE43B7D,Chennai,3.5,3.45,3.43
02-01-2021 17:45,ACE43B7D,Chennai,4.55,4.87,4.56
02-01-2021 18:00,ACE43B7D,Chennai,2.29,2.64,2.32
02-01-2021 18:15,ACE43B7D,Chennai,2.02,2.08,2.06
02-01-2021 18:30,ACE43B7D,Chennai,2.12,2.41,2.15
02-01-2021 18:45,ACE43B7D,Chennai,3.71,4.3,3.81
02-01-2021 19:00,ACE43B7D,Chennai,4.21,4.49,4.13
02-01-2021 19:15,ACE43B7D,Chennai,0.53,0.64,0.56
02-01-2021 19:30,ACE43B7D,Chennai,4.23,4.88,4.27
02-01-2021 19:45,ACE43B7D,Chennai,3.93,4.24,4.13
02-01-2021 20:00,ACE43B7D,Chennai,4,4.55,4.15
02-01-2021 20:15,ACE43B7D,Chennai,1.59,1.83,1.67
02-01-2021 20:30,ACE43B7D,Chennai,3.64,4.09,3.83
02-01-2021 20:45,ACE43B7D,Chennai,3.78,4.13,3.91
02-01-2021 21:00,ACE43B7D,Chennai,0.93,1.03,0.9
02-01-2021 21:15,ACE43B7D,Chennai,2.93,3.36,2.89
02-01-2021 21:30,ACE43B7D,Chennai,1.15,1.34,1.17
02-01-2021 21:45,ACE43B7D,Chennai,0.91,0.99,0.9
02-01-2021 22:00,ACE43B7D,Chennai,2.66,2.78,2.57
02-01-2021 22:15,ACE43B7D,Chennai,3.56,3.79,3.4
02-01-2021 22:30,ACE43B7D,Chennai,1.87,1.99,1.83
02-01-2021 22:45,ACE43B7D,Chennai,4.33,4.82,4.23
02-01-2021 23:00,ACE43B7D,Chennai,2.41,2.44,2.31
02-01-2021 23:15,ACE43B7D,Chennai,1.15,1.31,1.2
02-01-2021 23:30,ACE43B7D,Chennai,3.17,3.31,3.26
02-01-2021 23:45,ACE43B7D,Chennai,3.3,3.43,3.32
03-01-2021 00:00,ACE43B7D,Chennai,1.37,1.54,1.42
03-01-2021 00:15,ACE43B7D,Chennai,1.78,1.99,1.81
03-01-2021 00:30,ACE43B7D,Chennai,3.76,4.09,3.71
03-01-2021 00:45,ACE43B7D,Chennai,4.19,4.64,4.34
03-01-2021 01:00,ACE43B7D,Chennai,0.56,0.61,0.56
03-01-2021 01:15,ACE43B7D,Chennai,0.88,0.94,0.92
03-01-2021 01:30,ACE43B7D,Chennai,0.81,0.91,0.85
03-01-2021 01:45,ACE43B7D,Chennai,2.89,3.26,2.8
03-01-2021 02:00,ACE43B7D,Chennai,2.81,2.84,2.72
03-01-2021 02:15,ACE43B7D,Chennai,4.09,4.15,4.08
03-01-2021 02:30,ACE43B7D,Chennai,4.25,4.42,4.17
03-01-2021 02:45,ACE43B7D,Chennai,3.55,3.72,3.44
03-01-2021 03:00,ACE43B7D,Chennai,4.12,4.62,4.16
03-01-2021 03:15,ACE43B7D,Chennai,3.79,4.01,3.81
03-01-2021 03:30,ACE43B7D,Chennai,2.06,2.32,2.1
03-01-2021 03:45,ACE43B7D,Chennai,2.53,2.79,2.47
03-01-2021 04:00,ACE43B7D,Chennai,2.18,2.33,2.12
03-01-2021 04:15,ACE43B7D,Chennai,0.76,0.82,0.79
03-01-2021 04:30,ACE43B7D,Chennai,3.83,3.99,3.74
03-01-2021 04:45,ACE43B7D,Chennai,3.56,3.76,3.69
03-01-2021 05:00,ACE43B7D,Chennai,3.46,3.88,3.46
03-01-2021 05:15,ACE43B7D,Chennai,3.41,3.6,3.46
03-01-2021 05:30,ACE43B7D,Chennai,4.74,4.71,4.67
03-01-2021 05:45,ACE43B7D,Chennai,2.67,2.95,2.59
03-01-2021 06:00,ACE43B7D,Chennai,1.36,1.38,1.35
03-01-2021 06:15,ACE43B7D,Chennai,1.07,1.21,1.07
03-01-2021 06:30,ACE43B7D,Chennai,0.83,0.92,0.8
03-01-2021 06:45,ACE43B7D,Chennai,4.38,4.37,4.3
03-01-2021 07:00,ACE43B7D,Chennai,3.45,4,3.55
03-01-2021 07:15,ACE43B7D,Chennai,1.9,2.14,1.84
03-01-2021 07:30,ACE43B7D,Chennai,1.07,1.07,1.06
03-01-2021 07:45,ACE43B7D,Chennai,4.61,4.5,4.45
03-01-2021 08:00,ACE43B7D,Chennai,2.33,2.41,2.25
03-01-2021 08:15,ACE43B7D,Chennai,2.81,3.1,2.8
03-01-2021 08:30,ACE43B7D,Chennai,3.56,3.97,3.65
03-01-2021 08:45,ACE43B7D,Chennai,4.39,4.82,4.32
03-01-2021 09:00,ACE43B7D,Chennai,2.28,2.45,2.34
03-01-2021 09:15,ACE43B7D,Chennai,3.25,3.31,3.19
03-01-2021 09:30,ACE43B7D,Chennai,3.19,3.36,3.27
03-01-2021 09:45,ACE43B7D,Chennai,0.7,0.72,0.71
03-01-2021 10:00,ACE43B7D,Chennai,4.66,4.59,4.47
03-01-2021 10:15,ACE43B7D,Chennai,0.48,0.55,0.48
03-01-2021 10:30,ACE43B7D,Chennai,3.79,3.99,3.65
03-01-2021 10:45,ACE43B7D,Chennai,3.77,4.07,3.61
03-01-2021 11:00,ACE43B7D,Chennai,3.9,4.62,4.03
03-01-2021 11:15,ACE43B7D,Chennai,3.28,3.62,3.38
03-01-2021 11:30,ACE43B7D,Chennai,4.82,4.93,4.7
03-01-2021 11:45,ACE43B7D,Chennai,3.94,4.22,3.84
03-01-2021 12:00,ACE43B7D,Chennai,1.77,1.86,1.7
03-01-2021 12:15,ACE43B7D,Chennai,2,2.18,1.91
03-01-2021 12:30,ACE43B7D,Chennai,2.17,2.51,2.26
03-01-2021 12:45,ACE43B7D,Chennai,1.49,1.52,1.43
03-01-2021 13:00,ACE43B7D,Chennai,2.45,2.96,2.55
03-01-2021 13:15,ACE43B7D,Chennai,2.9,3.06,2.93
03-01-2021 13:30,ACE43B7D,Chennai,2.71,2.88,2.69
03-01-2021 13:45,ACE43B7D,Chennai,4.17,4.41,4.22
03-01-2021 14:00,ACE43B7D,Chennai,3.97,4.53,3.98
03-01-2021 14:15,ACE43B7D,Chennai,3.92,4.06,3.84
03-01-2021 14:30,ACE43B7D,Chennai,3.82,4.11,3.65
03-01-2021 14:45,ACE43B7D,Chennai,3.8,4.13,3.98
03-01-2021 15:00,ACE43B7D,Chennai,1.14,1.27,1.1
03-01-2021 15:15,ACE43B7D,Chennai,2.24,2.34,2.23
03-01-2021 15:30,ACE43B7D,Chennai,4.78,4.87,4.83
03-01-2021 15:45,ACE43B7D,Chennai,4.05,4.69,4.07
03-01-2021 16:00,ACE43B7D,Chennai,1.6,1.81,1.63
03-01-2021 16:15,ACE43B7D,Chennai,0.8,0.89,0.83
03-01-2021 16:30,ACE43B7D,Chennai,1.48,1.55,1.46
03-01-2021 16:45,ACE43B7D,Chennai,3.34,3.8,3.45
03-01-2021 17:00,ACE43B7D,Chennai,2.95,3.4,2.89
03-01-2021 17:15,ACE43B7D,Chennai,3.48,3.72,3.46
03-01-2021 17:30,ACE43B7D,Chennai,3.52,4.33,3.69
03-01-2021 17:45,ACE43B7D,Chennai,2.36,2.69,2.41
03-01-2021 18:00,ACE43B7D,Chennai,3.18,3.58,3.19
03-01-2021 18:15,ACE43B7D,Chennai,1.76,1.75,1.7
03-01-2021 18:30,ACE43B7D,Chennai,1,1.11,1
03-01-2021 18:45,ACE43B7D,Chennai,2.91,2.85,2.79
03-01-2021 19:00,ACE43B7D,Chennai,3.57,3.79,3.66
03-01-2021 19:15,ACE43B7D,Chennai,3.61,4.23,3.72
03-01-2021 19:30,ACE43B7D,Chennai,0.52,0.61,0.53
03-01-2021 19:45,ACE43B7D,Chennai,3.1,3.21,2.97
03-01-2021 20:00,ACE43B7D,Chennai,4.24,4.79,4.18
03-01-2021 20:15,ACE43B7D,Chennai,2.96,3.12,3.08
03-01-2021 20:30,ACE43B7D,Chennai,3.84,4.01,3.66
03-01-2021 20:45,ACE43B7D,Chennai,3.08,3.47,3.12
03-01-2021 21:00,ACE43B7D,Chennai,2.82,3.17,2.89
03-01-2021 21:15,ACE43B7D,Chennai,1.88,2.06,1.96
03-01-2021 21:30,ACE43B7D,Chennai,1.16,1.23,1.11
03-01-2021 21:45,ACE43B7D,Chennai,4.52,4.79,4.51
03-01-2021 22:00,ACE43B7D,Chennai,3.68,4.3,3.87
03-01-2021 22:15,ACE43B7D,Chennai,4.6,4.95,4.41
03-01-2021 22:30,ACE43B7D,Chennai,3.11,3.32,3.16
03-01-2021 22:45,ACE43B7D,Chennai,2.2,2.39,2.29
03-01-2021 23:00,ACE43B7D,Chennai,1.63,1.7,1.61
03-01-2021 23:15,ACE43B7D,Chennai,2.5,2.81,2.55
03-01-2021 23:30,ACE43B7D,Chennai,1.29,1.34,1.24
03-01-2021 23:45,ACE43B7D,Chennai,0.61,0.64,0.59
04-01-2021 00:00,ACE43B7D,Chennai,3.2,3.5,3.14
04-01-2021 00:15,ACE43B7D,Chennai,2.48,2.91,2.48
04-01-2021 00:30,ACE43B7D,Chennai,4.18,4.59,4.4
04-01-2021 00:45,ACE43B7D,Chennai,1.52,1.51,1.46
04-01-2021 01:00,ACE43B7D,Chennai,1.36,1.56,1.4
04-01-2021 01:15,ACE43B7D,Chennai,1.73,1.88,1.67
04-01-2021 01:30,ACE43B7D,Chennai,1.05,1.07,1.03
04-01-2021 01:45,ACE43B7D,Chennai,2.69,2.69,2.59
04-01-2021 02:00,ACE43B7D,Chennai,1.61,1.72,1.54
04-01-2021 02:15,ACE43B7D,Chennai,1.28,1.47,1.31
04-01-2021 02:30,ACE43B7D,Chennai,3.46,3.58,3.57
04-01-2021 02:45,ACE43B7D,Chennai,2.94,3.35,2.88
04-01-2021 03:00,ACE43B7D,Chennai,2.56,2.76,2.66
04-01-2021 03:15,ACE43B7D,Chennai,0.57,0.6,0.56
04-01-2021 03:30,ACE43B7D,Chennai,4.27,4.75,4.39
04-01-2021 03:45,ACE43B7D,Chennai,3.25,3.36,3.28
04-01-2021 04:00,ACE43B7D,Chennai,1.21,1.23,1.16
04-01-2021 04:15,ACE43B7D,Chennai,1.45,1.72,1.52
04-01-2021 04:30,ACE43B7D,Chennai,1.11,1.1,1.07
04-01-2021 04:45,ACE43B7D,Chennai,2.81,2.81,2.73
04-01-2021 05:00,ACE43B7D,Chennai,1.05,1.26,1.08
04-01-2021 05:15,ACE43B7D,Chennai,2.67,2.63,2.6
04-01-2021 05:30,ACE43B7D,Chennai,0.85,0.85,0.84
04-01-2021 05:45,ACE43B7D,Chennai,3.62,3.69,3.46
04-01-2021 06:00,ACE43B7D,Chennai,3.95,4.72,4.1
04-01-2021 06:15,ACE43B7D,Chennai,2.92,3.36,2.86
04-01-2021 06:30,ACE43B7D,Chennai,3.96,4.72,4.03
04-01-2021 06:45,ACE43B7D,Chennai,1.16,1.18,1.11
04-01-2021 07:00,ACE43B7D,Chennai,3.52,3.66,3.48
04-01-2021 07:15,ACE43B7D,Chennai,0.73,0.82,0.71
04-01-2021 07:30,ACE43B7D,Chennai,0.75,0.79,0.75
04-01-2021 07:45,ACE43B7D,Chennai,4.61,4.79,4.72
04-01-2021 08:00,ACE43B7D,Chennai,2.8,2.78,2.76
04-01-2021 08:15,ACE43B7D,Chennai,1.65,1.69,1.67
04-01-2021 08:30,ACE43B7D,Chennai,3.05,3.23,3.19
04-01-2021 08:45,ACE43B7D,Chennai,3.69,3.85,3.57
04-01-2021 09:00,ACE43B7D,Chennai,2.77,3.4,2.91
04-01-2021 09:15,ACE43B7D,Chennai,2.86,3.1,2.95
04-01-2021 09:30,ACE43B7D,Chennai,2.87,2.9,2.84
04-01-2021 09:45,ACE43B7D,Chennai,3.66,3.88,3.82
04-01-2021 10:00,ACE43B7D,Chennai,2,2.09,2.06
04-01-2021 10:15,ACE43B7D,Chennai,3.58,4.22,3.64
04-01-2021 10:30,ACE43B7D,Chennai,3.22,3.36,3.07
04-01-2021 10:45,ACE43B7D,Chennai,2.35,2.82,2.41
04-01-2021 11:00,ACE43B7D,Chennai,1.88,2.06,1.96
04-01-2021 11:15,ACE43B7D,Chennai,1.52,1.78,1.54
04-01-2021 11:30,ACE43B7D,Chennai,1.62,1.66,1.6
04-01-2021 11:45,ACE43B7D,Chennai,4.65,4.86,4.81
04-01-2021 12:00,ACE43B7D,Chennai,4.13,4.7,4.17
04-01-2021 12:15,ACE43B7D,Chennai,2.66,2.95,2.62
04-01-2021 12:30,ACE43B7D,Chennai,3.15,3.58,3.05
04-01-2021 12:45,ACE43B7D,Chennai,3.47,3.69,3.45
04-01-2021 13:00,ACE43B7D,Chennai,0.95,1.01,0.95
04-01-2021 13:15,ACE43B7D,Chennai,2.39,2.57,2.38
04-01-2021 13:30,ACE43B7D,Chennai,3.24,3.7,3.4
04-01-2021 13:45,ACE43B7D,Chennai,4.14,4.6,4.3
04-01-2021 14:00,ACE43B7D,Chennai,4.55,4.76,4.37
04-01-2021 14:15,ACE43B7D,Chennai,2.94,3.01,2.83
04-01-2021 14:30,ACE43B7D,Chennai,3.31,3.8,3.33
04-01-2021 14:45,ACE43B7D,Chennai,3.15,3.46,3.22
04-01-2021 15:00,ACE43B7D,Chennai,1.65,1.92,1.7
04-01-2021 15:15,ACE43B7D,Chennai,1.48,1.74,1.56
04-01-2021 15:30,ACE43B7D,Chennai,1.42,1.65,1.42
04-01-2021 15:45,ACE43B7D,Chennai,3.73,4.47,3.88
04-01-2021 16:00,ACE43B7D,Chennai,2.26,2.45,2.37
04-01-2021 16:15,ACE43B7D,Chennai,0.53,0.54,0.53
04-01-2021 16:30,ACE43B7D,Chennai,3.23,3.61,3.24
04-01-2021 16:45,ACE43B7D,Chennai,1.92,2.18,1.9
04-01-2021 17:00,ACE43B7D,Chennai,2.64,2.7,2.65
04-01-2021 17:15,ACE43B7D,Chennai,2.24,2.44,2.15
04-01-2021 17:30,ACE43B7D,Chennai,4.66,4.99,4.59
04-01-2021 17:45,ACE43B7D,Chennai,3.32,3.76,3.43
04-01-2021 18:00,ACE43B7D,Chennai,4.25,4.91,4.29
04-01-2021 18:15,ACE43B7D,Chennai,2.07,2.29,2.01
04-01-2021 18:30,ACE43B7D,Chennai,1.62,1.71,1.62
04-01-2021 18:45,ACE43B7D,Chennai,3.14,3.1,3.07
04-01-2021 19:00,ACE43B7D,Chennai,4.46,4.86,4.5
04-01-2021 19:15,ACE43B7D,Chennai,2.78,2.92,2.73
04-01-2021 19:30,ACE43B7D,Chennai,2.52,3,2.63
04-01-2021 19:45,ACE43B7D,Chennai,4.58,4.99,4.48
04-01-2021 20:00,ACE43B7D,Chennai,0.55,0.63,0.54
04-01-2021 20:15,ACE43B7D,Chennai,2.52,2.62,2.53
04-01-2021 20:30,ACE43B7D,Chennai,0.94,0.97,0.93
04-01-2021 20:45,ACE43B7D,Chennai,3.15,3.33,3.08
04-01-2021 21:00,ACE43B7D,Chennai,0.62,0.65,0.65
04-01-2021 21:15,ACE43B7D,Chennai,3.32,3.89,3.39
04-01-2021 21:30,ACE43B7D,Chennai,4.09,4.19,3.96
04-01-2021 21:45,ACE43B7D,Chennai,1.28,1.46,1.28
04-01-2021 22:00,ACE43B7D,Chennai,1.96,2.19,2.04
04-01-2021 22:15,ACE43B7D,Chennai,2.85,3.06,2.76
04-01-2021 22:30,ACE43B7D,Chennai,0.84,0.87,0.87
04-01-2021 22:45,ACE43B7D,Chennai,4.57,4.72,4.59
04-01-2021 23:00,ACE43B7D,Chennai,4.72,4.99,4.5
04-01-2021 23:15,ACE43B7D,Chennai,2.12,2.29,2.12
04-01-2021 23:30,ACE43B7D,Chennai,1.1,1.21,1.08
04-01-2021 23:45,ACE43B7D,Chennai,2.38,2.69,2.39
05-01-2021 00:00,ACE43B7D,Chennai,3.78,4.06,3.71
05-01-2021 00:15,ACE43B7D,Chennai,2.86,2.97,2.94
05-01-2021 00:30,ACE43B7D,Chennai,1.78,2.02,1.73
